u_id,group_id,lat,lon,sitename,filename,elevation,country,gcmd_location,author,pub_year,title,journal,archive_type,min_yr,max_yr,proxy,num_record,num_control,url,process_group,resolution
586,343,37.94,-111.7,Posy,Posy.Shafer.1989.lpd,2653,North America>United States Of America>Utah,North America>United States Of America>Utah,"Shafer, D.S.",1989,The timing of late Quaternary monsoon precipitation maxima in the southwest United States,NA,LakeSediment,-39,9366.6,pollen,26,7,this compilation,wave1,2.764310623
587,344,-51.96,-70.38,Potrok Aike,PotrokAike.Massaferro.2013.lpd,113,South America>Argentina,South America>Argentina,"Massaferro, Julieta; Larocque-Tobler, Isabelle",2013,"Using a newly developed chironomid transfer function for reconstructing mean annual air temperature at Lake Potrok Aike, Patagonia, Argentina",Ecological Indicators,LakeSediment,73.356,15315.9,chironomid,149,8,this compilation,wave1,9.77527111
588,345,43.677,-2.228,PP10-07,PP10-07.Mary.2016.lpd,-1472,Atlantic Ocean>North Atlantic Ocean,Atlantic Ocean>North Atlantic Ocean,"Mary, Yannick; Eynaud, Frederique; Colin, Christophe; Rossignol, Linda; Brocheray, Sandra; Mojtahid, Meryem; Garcia, Jennifer; Peral, Marion; Howa, Hel态ne; Zaragosi, Sebastien; Cremer, Michel",2016,Changes in Holocene meridional circulation and poleward Atlantic flow: The Bay of Biscay as a nodal point,Climate of the Past Discussions,MarineSediment,422,10150,foraminifera,206,7,10.1594/PANGAEA.872166,wave1,21.17598684
589,346,46.57,6.17,Praz Rodet,PrazRodet.Shotyk.1997.lpd,1040,Europe>Western Europe>Switzerland,Europe>Western Europe>Switzerland,"Shotyk, W.; Cheburkin, A.K.; Appleby, P.G.; Fankhauser, A.; Kramers, J.D.",1997,"Lead in three peat bog profiles, Jura Mountains, Switzerland: Enrichment factors, isotopic composition, and chronology of atmospheric deposition","Water, Air, and Soil Pollution",Peat,-43.39,10679.53,pollen,142,6,this compilation,wave1,13.24266151
590,347,71.35,22.6333,PSh-5159N,PSh-5159N.Risebrobakken.2011.lpd,-422,Atlantic Ocean>North Atlantic Ocean>Norwegian Sea,Atlantic Ocean>North Atlantic Ocean>Norwegian Sea,"Risebrobakken, Bj  rg; Dokken, Trond; Smedsrud, Lars Henrik; Andersson, Carin; Jansen, Eystein; Moros, Matthias; Ivanova, Elena V.",2011,Early Holocene temperature variability in the Nordic Seas: The role of oceanic heat advection versus changes in orbital forcing,Paleoceanography,MarineSediment,-45.143,11990.366,NA,0,7,10.1594/PANGAEA.892351,wave1,0
591,348,68.2033,92.1789,PTHE,PTHE.Self.2015.lpd,805,Europe>Eastern Europe>Russian Federation,Europe>Eastern Europe>Russian Federation,"Self, Angela E; Jones, Vivienne J; Brooks, Steve J",2015,Late Holocene environmental change in arctic western Siberia,The Holocene,LakeSediment,-13,3874,chironomid,17,8,this compilation,wave1,4.373552869
592,349,43.15,-3.43,Puerto de Los Tornos,PuertodeLosTornos.Penalba.1989.lpd,920,Europe>Southern Europe>Spain,Europe>Southern Europe>Spain,"Penalba, M.C.",1989,Dynamique de vegetation tardiglaciaire et Holocene du centre-nord de l'Espagne d'apres l'analyse pollinique,NA,Peat,-32.87,9676.21,pollen,48,6,this compilation,wave1,4.94382578
593,350,-36.7803,174.7662,Pupuke Lake,PupukeChironomid.VandenBos.2018.lpd,5,Australia/New Zealand>New Zealand,Australia/New Zealand>New Zealand,"van den Bos, Valerie; Rees, Andrew; Newnham, Rewi; Vandergoes, Marcus; Wilmshurst, Janet; Augustinus, Paul",2018,"Holocene temperature, humidity and seasonality in northern New Zealand linked to Southern Hemisphere summer insolation",Quaternary Science Reviews,LakeSediment,-12,14093,chironomid,68,6,this compilation,wave1,4.820985466
594,351,-36.78,174.77,Pupuke Lake,PupukePollen.VandenBos.2018.lpd,5,Australia/New Zealand>New Zealand,Australia/New Zealand>New Zealand,"van den Bos, Valerie; Rees, Andrew; Newnham, Rewi; Vandergoes, Marcus; Wilmshurst, Janet; Augustinus, Paul",2018,"Holocene temperature, humidity and seasonality in northern New Zealand linked to Southern Hemisphere summer insolation",Quaternary Science Reviews,LakeSediment,1001,16138,pollen,62,9,this compilation,wave1,4.095923895
595,352,49.48,19.82,Puscizna Rekowianska,PusciznaRekowianska.Obidowicz.1993.lpd,656,Europe>Eastern Europe>Poland,Europe>Eastern Europe>Poland,"Obidowicz, A.",1993,Wahania gornej granicy lasu w poznym plejstocenie i holocenie w Tatrach [Fluctuations of the forest timberline in the Tatra Mountains during the last 12 000 years],Dokumentacja Geograficzna,Peat,7.77,10929.68,pollen,76,6,this compilation,wave1,6.958489861
596,353,36.8112,100.137,Lake Qinghai,Qinghai.Hou.2016.lpd,3192,Asia>Eastern Asia>China,Asia>Eastern Asia>China,"Hou, Juzhi; Huang, Yongsong; Zhao, Jiangtao; Liu, Zhonghui; Colman, Steve; An, Zhisheng",2016,Large Holocene summer temperature oscillations and impact on the peopling of the northeastern Tibetan Plateau,Geophysical Research Letters,LakeSediment,0,15629,alkenone,184,20,www.ncdc.noaa.gov/paleo/study/20518,wave1,11.77298612
597,354,64.12,-110.57,Queens,Queens.Moser.1990.lpd,480,North America>Canada>Northwest Territories,North America>Canada>Northwest Territories,"Moser, K.A.; MacDonald, G.M.",1990,"Holocene vegetation change at treeline north of Yellowknife, northwest Territories, Canada",Quaternary Research,LakeSediment,0,8840.4,pollen,33,7,this compilation,wave1,3.732862766
598,355,43.4,-88.1,Radtke,Radtke.Webb.1983.lpd,274,North America>United States Of America>Wisconsin,North America>United States Of America>Wisconsin,"Webb, S.L.",1983,The Holocene extension of the range of American Beech (Fagus grandifolia) into Wisconsin: Paleoecological evidence for long-distance seed dispersal,NA,LakeSediment,1,10909,pollen,49,7,this compilation,wave1,4.492115878
599,356,58.6,26.67,Raigastvere Lake,RaigastvereLake.Pirrus.1987.lpd,52,Europe>Northern Europe>Estonia,Europe>Northern Europe>Estonia,"Pirrus, R.; Rouk, A.M.; Liiva, A.",1987,Geology and stratigraphy of the reference site of Lake Raigastvere in Saadjaerv drumlin field.,Palaeohydrology of the temperate zone II. Lakes.,LakeSediment,-16.95,10968.61,pollen,116,6,this compilation,wave1,10.55931605
600,357,42.73,-109.19,Rapid,Rapid.Fall.1994.lpd,3134,North America>United States Of America>Wyoming,North America>United States Of America>Wyoming,"Fall, P.L.",1988,Vegetation dynamics in the southern Rocky Mountains: Late Pleistocene and Holocene timberline fluctuations,NA,LakeSediment,0,10599,pollen,46,7,this compilation,wave1,4.340032078
601,358,23,-95.53,RC12-10,RC12-10.Poore.2003.lpd,-3054,Atlantic Ocean>North Atlantic Ocean>Gulf Of Mexico,Atlantic Ocean>North Atlantic Ocean>Gulf Of Mexico,"Poore, R. Z.; Dowsett, H. J.; Verardo, S.; Quinn, T. M.",2003,Millennial- to century-scale variability in Gulf of Mexico Holocene climate records,Paleoceanography,MarineSediment,614.285,13980.2,foraminifera,159,19,this compilation,wave1,11.89593081
602,359,40.08,-105.54,Red Rock,RedRock.Maher.1972.lpd,3095,North America>United States Of America>Colorado,North America>United States Of America>Colorado,"Maher, Louis J.",1972,"Absolute pollen diagram of Redrock Lake, Boulder County, Colorado",Quaternary Research,LakeSediment,-239.8,10883.4,pollen,41,8,this compilation,wave1,3.685989643
603,360,46.21,-95.28,Reidel,Reidel.Almquist-Jacobson.1992.lpd,443,North America>United States Of America>Minnesota,North America>United States Of America>Minnesota,"Almquist-Jacobson, Heather; Almendinger, James E.; Hobbie, Sarah",1992,Influence of terrestrial vegetation on sediment-forming processes in kettle lakes of west-central Minnesota,Quaternary Research,LakeSediment,-31,10789,pollen,51,7,this compilation,wave1,4.71349353
604,361,71.3,-26.7,Renland,Renland.Johnsen.1992.lpd,2350,North America>Greenland,North America>Greenland,"Johnsen, S. J.; Clausen, H. B.; Dansgaard, W.; Fuhrer, K.; Gundestrup, N.; Hammer, C. U.; Iversen, P.; Jouzel, J.; Stauffer, B.; steffensen, J. P.",1992,Irregular glacial interstadials recorded in a new Greenland ice core,Nature,GlacierIce,-10,11650,NA,0,NA,www.ncdc.noaa.gov/paleo/study/11148,wave1,0
605,362,58.22,-71.95,Riviere Feuilles 2,RiviereFeuilles2.Larouche.1981.lpd,225,North America>Canada>Quebec,North America>Canada>Quebec,"Richard, P.J.H.",1981,Paleophytogeographie postglaciaire en Ungava par l'analyse pollinique,NA,LakeSediment,493,5615,pollen,17,7,this compilation,wave1,3.319016009
606,363,66.17,29.15,Rukatunturi,Rukatunturi.Hicks.1985.lpd,462,Europe>Northern Europe>Scandinavia>Finland,Europe>Northern Europe>Scandinavia>Finland,"Hicks, Sheila",1985,"Problems and possibilities in correlating historical/archaeological and pollen-analytical evidence in a northern boreal environment: An example from Kuusamo, Finland",Fennoscandia archaeologica,Peat,93.3,5610.25,pollen,18,6,this compilation,wave1,3.26267231
607,364,0.08,37.53,SacredLake,SacredLake.Loomis.2012.lpd,2350,Africa>Eastern Africa>Kenya,Africa>Eastern Africa>Kenya,"Loomis, Shannon E.; Russell, James M.; Ladd, Bethany; Street-Perrott, F. Alayne; Sinninghe Damste, Jaap S.",2012,Calibration and application of the branched GDGT temperature proxy on East African lake sediments,Earth and Planetary Science Letters,LakeSediment,63,47730,GDGT,93,10,www.ncdc.noaa.gov/paleo/study/13676,wave1,1.951035307
608,365,46.68,7.98,Saegistalsee,SaegistalseePollen.Wick.2003.lpd,1940,Europe>Western Europe>Switzerland,Europe>Western Europe>Switzerland,"Wick, Lucia; van Leeuwen, Jacqueline F.N.; van der Knaap, Willem O.; Lotter, Andre F.",2003,"Holocene vegetation development in the catchment of S _gistalsee (1935 m asl), a small lake in the Swiss Alps",Journal of Paleolimnology,LakeSediment,-40.58,8947.68,pollen,212,6,this compilation,wave1,23.5863226
609,366,48.1204,88.3573,Sahara Sand Wetland,SaharaSandWetland.Rao.2019.lpd,2450,Asia>Eastern Asia>China,Asia>Eastern Asia>China,"Rao, Zhiguo; Huang, Chao; Xie, Luhua; Shi, Fuxi; Zhao, Yan; Cao, Jiantao; Gou, Xiaohua; Chen, Jianhui; Chen, Fahu",2019,Long-term summer warming trend during the Holocene in central Asia indicated by alpine peat   -cellulose   13C record,Quaternary Science Reviews,Peat,NA,NA,NA,0,16,this compilation,wave1,0
610,367,46.93,-70.93,Saint-Jean Ile dOrleans,Saint-JeanOrleans.Richard.1981.lpd,68,North America>Canada>Quebec,North America>Canada>Quebec,"Richard, P.J.H.",1981,Paleophytogeographie postglaciaire en Ungava par l'analyse pollinique,NA,LakeSediment,143,6561,pollen,17,7,this compilation,wave1,2.648800249
611,368,45.96,-73.87,Saint Calixte,SaintCalixte.Larouche.NA.lpd,261,North America>Canada>Quebec,North America>Canada>Quebec,NA,NA,NA,NA,LakeSediment,77,10788,pollen,35,7,this compilation,wave1,3.267668752
612,369,47.27,-1.75,Saint-Thomas,SaintThomas.Voeltzel.1987.lpd,1,Europe>Western Europe>France,Europe>Western Europe>France,"Voeltzel, D.",1987,Recherches pollenanalytiques sur la vegetation holocene de la plaine alluviale de l'estuaire de la Loire et des coteaux environnants,NA,Peat,152.24,6947.16,pollen,101,6,this compilation,wave1,14.86404549
613,370,47.27,-2.02,Saint Viaud Contin,SaintViaudContin.Bernard.1996.lpd,2,Europe>Western Europe>France,Europe>Western Europe>France,"Bernard, J.",1996,Paleoenvironnement du Pays de Retz et du marais breton-vendeen,NA,Peat,-18,7363.69,pollen,70,6,this compilation,wave1,9.482923287
614,371,41.03,-0.22,Salada Pequena,SaladaPequena.EPD.lpd,357,Europe>Southern Europe>Spain,Europe>Southern Europe>Spain,NA,NA,NA,NA,LakeSediment,-40.98,4596.56,pollen,43,6,this compilation,wave1,9.272157221
615,372,46.97,10.95,Schwarzsee ob Soelden,SchwarzseeobSoelden.Ilyashuk.2011.lpd,2796,Europe>Western Europe>Austria,Europe>Western Europe>Austria,"Ilyashuk, Elena A.; Koinig, Karin A.; Heiri, Oliver; Ilyashuk, Boris P.; Psenner, Roland",2011,"Holocene temperature variations at a high-altitude site in the eastern Alps: A chironomid record from Schwarzsee ob S苔lden, Austria",Quaternary Science Reviews,LakeSediment,-36.458,10140.294,chironomid,159,8,www.ncdc.noaa.gov/paleo/study/28550,wave1,15.62384541
616,373,46.87,10.48,Schwarzsee Reschenscheideck,SchwarzseeReschenscheideck.Welten.1982.lpd,1725,Europe>Western Europe>Austria,Europe>Western Europe>Austria,"Welten, M.",1982,Vegetationsgeschichtliche Untersuchungen in den westlichen Schweizer Alpen: Bern-Wallis,Denkschriften der Schweizerischen Naturforschenden Gesellschaft,LakeSediment,-27.64,10995.4,pollen,42,6,this compilation,wave1,3.810201179
617,374,66.0667,-145.4,Screaming Lynx Lake,ScreamingLynxLake.Clegg.2011.lpd,223,North America>United States Of America>Alaska,North America>United States Of America>Alaska,"Clegg, B. F.; Kelly, R.; Clarke, G. H.; Walker, I. R.; Hu, F. S.",2011,Nonlinear response of summer temperature to Holocene insolation forcing in Alaska,Proceedings of the National Academy of Sciences,LakeSediment,-43,10611,chironomid,150,8,www.ncdc.noaa.gov/paleo/study/15444,wave1,14.07921907
618,375,76.58,-68.66,Secret Lake,SecretLake.Lasher.2017.lpd,250,Europe>Eastern Europe>Russian Federation,Europe>Eastern Europe>Russian Federation,"Lasher, G. Everett; Axford, Yarrow; McFarlin, Jamie M.; Kelly, Meredith A.; Osterberg, Erich C.; Berkelhammer, Max B.",2017,Holocene temperatures and isotopes of precipitation in northwest Greenland recorded in lacustrine organic materials,Quaternary Science Reviews,LakeSediment,-64,7595,d18O,27,8,www.ncdc.noaa.gov/paleo/study/25311,wave1,3.525264395
619,376,44.59,-93.41,Sharkey,Sharkey.Shuman.2016.lpd,308,North America>United States Of America>Minnesota,North America>United States Of America>Minnesota,"Shuman, Bryan N.; Marsicek, Jeremiah",2016,The structure of Holocene climate change in mid-latitude North America,Quaternary Science Reviews,LakeSediment,634,13038.3,pollen,165,10,this compilation,wave1,13.30183888
620,377,42.28,126.6,Sihailongwan Maar,SihailongwanMaar.Stebich.2015.lpd,797,Asia>Eastern Asia>China,Asia>Eastern Asia>China,"Stebich, Martina; Rehfeld, Kira; Schl _tz, Frank; Tarasov, Pavel E.; Liu, Jiaqi; Mingram, Jens",2015,Holocene vegetation and climate dynamics of NE China based on the pollen record from Sihailongwan Maar Lake,Quaternary Science Reviews,LakeSediment,150,11992,pollen,206,20,10.1594/PANGAEA.852703,wave1,17.39571018
621,378,-81.65,-148.82,Siple Dome A,SipleDomeA.Das.2008.lpd,621,Antarctica,Antarctica,"Das, Sarah B.; Alley, Richard B.",2008,Rise in frequency of surface melting at Siple Dome through the Holocene: Evidence for increasing marine influence on the climate of West Antarctica,Journal of Geophysical Research,GlacierIce,1,11705,NA,0,NA,www.usap-dc.org/view/dataset/609121,wave1,0
622,379,45.6,-84.32,Lake Sixteen,Sixteen.Futyma.1986.lpd,216,North America>United States Of America>Michigan,North America>United States Of America>Michigan,"Futyma, Richard P.; Miller, Norton G.",1986,"Stratigraphy and genesis of the Lake Sixteen peatland, northern Michigan",Canadian Journal of Botany,LakeSediment,2206,10419,pollen,33,7,this compilation,wave1,4.018020212
623,380,52.55,17.36,Skrzetuszewskie,Skrzetuszewskie.Litt.2001.lpd,109,Europe>Eastern Europe>Poland,Europe>Eastern Europe>Poland,"Litt, Thomas; Brauer, Achim; Goslar, Tomasz; Merkt, Josef; Ba  aga, Krystyna; M _ller, Helmut; Ralska-Jasiewiczowa, Magdalena; Stebich, Martina; Negendank, J苔rg F.W.",2001,Correlation and synchronisation of Lateglacial continental sequences in northern central Europe based on annually laminated lacustrine sediments,Quaternary Science Reviews,LakeSediment,166.37,10917.99,pollen,83,6,this compilation,wave1,7.719766882
624,381,54.78,-6.26,Sluggan,Sluggan.Smith.1991.lpd,52,Europe>Northern Europe>British Isles>United Kingdom,Europe>Northern Europe>British Isles>United Kingdom,"Smith, A. G.; Goddard, I. C.",1991,"A 12,500 year record of vegetational history at Sluggan Bog, Co. Antrim, N. Ireland (incorporating a pollen zone scheme for the non-specialist)",New Phytologist,Peat,39.32,10938.81,pollen,115,8,this compilation,wave1,10.55095238
625,382,24.833,65.916,SO90_56KA,SO90_56KA.Doose-Rolinski.2001.lpd,-695,Indian Ocean>Arabian Sea,Indian Ocean>Arabian Sea,"Doose-Rolinski, Heidi; Rogalla, Ulf; Scheeder, Georg; L _ckge, Andreas; von Rad, Ulrich",2001,High-resolution temperature and evaporation changes during the Late Holocene in the northeastern Arabian Sea,Paleoceanography,MarineSediment,6,4883,alkenone,234,9,"10.1594/PANGAEA.713643,10.1594/PANGAEA.713641",wave1,47.98031577
626,383,67.81,29.28,Sokli,Sokli.Shala.2017.lpd,220,Europe>Northern Europe>Scandinavia>Finland,Europe>Northern Europe>Scandinavia>Finland,"Shala, Shyhrete; Helmens, Karin F; Luoto, Tomi P; Salonen, J Sakari; V _liranta, Minna; Weckstr苔m, Jan",2017,Comparison of quantitative Holocene temperature reconstructions using multiple proxies from a northern boreal lake,The Holocene,LakeSediment,0,10826.5493,chironomid,71,9,this compilation,wave1,6.557952865
627,384,-27.2415,28.5447,South African Summer Rainfall Zone,SouthAfricanRainfallZone.Chevalier.2015.lpd,1500,Africa>Southern Africa>South Africa,Africa>Southern Africa>South Africa,"Chevalier, Manuel; Chase, Brian M.",2015,Southeast African records reveal a coherent shift from high- to low-latitude forcing mechanisms along the east African margin across last glacial   interglacial transition,Quaternary Science Reviews,Peat,0,12000,pollen,121,NA,this compilation,wave1,10.08333333
628,385,33.7689,-116.66,Southern California,SouthernCalifornia.Ohlwein.2012.lpd,2399,North America>United States Of America>California,North America>United States Of America>California,"Ohlwein, Christian; Wahl, Eugene R.",2012,Review of probabilistic pollen-climate transfer methods,Quaternary Science Reviews,Peat,10469,11446,NA,0,9,this compilation,wave1,0
629,386,-42,172,South Island,SouthIsland.Williams.2005.lpd,990,Australia/New Zealand>New Zealand,Australia/New Zealand>New Zealand,"Williams, P.W.; King, D.N.T.; Zhao, J.-X.; Collerson, K.D.",2005,"Late Pleistocene to Holocene composite speleothem 18O and 13C chronologies from South Island, New Zealand   did a global Younger Dryas really exist?",Earth and Planetary Science Letters,Speleothem,508.015,29876,NA,0,8,www.ncdc.noaa.gov/paleo/study/9792,wave1,0
